"STATISTIC","Statistic","TLIST(A1)","Year","C03514V04244","Electoral Division","UNIT","VALUE"
"IIA01","Household median gross income","2016","2016","08052","052 Clonin, Co. Laois","Euro","46455"
"IIA01","Household median gross income","2016","2016","08053","053 Coolrain, Co. Laois","Euro","48613"
"IIA01","Household median gross income","2016","2016","08054","054 Dangans, Co. Laois","Euro","37518"
"IIA01","Household median gross income","2016","2016","08055","055 Emo, Co. Laois","Euro","56713"
"IIA01","Household median gross income","2016","2016","08056","056 Garrymore, Co. Laois","Euro","63831"
"IIA01","Household median gross income","2016","2016","08057","057 Graigue, Co. Laois","Euro","47533"
"IIA01","Household median gross income","2016","2016","08058","058 Jamestown, Co. Laois","Euro","57969"
"IIA01","Household median gross income","2016","2016","08059","059 Kilcolmanbane, Co. Laois","Euro","61612"
"IIA01","Household median gross income","2016","2016","08060","060 Kilmullen, Co. Laois","Euro","55196"
"IIA01","Household median gross income","2016","2016","08061","061 Kilmurry, Co. Laois","Euro","58548"
"IIA01","Household median gross income","2016","2016","08062","062 Lacka, Co. Laois","Euro","40745"
"IIA01","Household median gross income","2016","2016","08063","063 Marymount, Co. Laois","Euro","50179"
"IIA01","Household median gross income","2016","2016","08064","064 Meelick, Co. Laois","Euro","45352"
"IIA01","Household median gross income","2016","2016","08065","065 Mountmellick Rural, Co. Laois","Euro","57406"
"IIA01","Household median gross income","2016","2016","08066","066 Mountmellick Urban, Co. Laois","Euro","32840"
"IIA01","Household median gross income","2016","2016","08067","067 Mountrath, Co. Laois","Euro","33029"
"IIA01","Household median gross income","2016","2016","08068","068 Nealstown, Co. Laois","Euro","58066"
"IIA01","Household median gross income","2016","2016","08069","069 O'More's Forest, Co. Laois","Euro","53982"
"IIA01","Household median gross income","2016","2016","08070","070 Portarlington South, Co. Laois","Euro","40815"
"IIA01","Household median gross income","2016","2016","08071","071 Portlaoighise (Maryborough) Rural, Co. Laois","Euro","43743"
"IIA01","Household median gross income","2016","2016","08072","072 Portlaoighise (Maryborough) Urban, Co. Laois","Euro","32358"
"IIA01","Household median gross income","2016","2016","08073","073 Rearymore, Co. Laois","Euro","42594"
"IIA01","Household median gross income","2016","2016","08074","074 Rosenallis, Co. Laois","Euro","46638"
"IIA01","Household median gross income","2016","2016","08075","075 Sallyford, Co. Laois","Euro","51456"
"IIA01","Household median gross income","2016","2016","08076","076 Shaen, Co. Laois","Euro","57115"
"IIA01","Household median gross income","2016","2016","08077","077 Tinnahinch, Co. Laois","Euro","43956"
"IIA01","Household median gross income","2016","2016","08078","078 Trumra, Co. Laois","Euro","42620"
"IIA01","Household median gross income","2016","2016","08079","079 Ballybrophy, Co. Laois","Euro","43066"
"IIA01","Household median gross income","2016","2016","08080","080 Borris-in-Ossory, Co. Laois","Euro","33131"
"IIA01","Household median gross income","2016","2016","08081","081 Clonmore, Co. Laois","Euro","37401"
"IIA01","Household median gross income","2016","2016","08082","082 Errill, Co. Laois","Euro","38908"
"IIA01","Household median gross income","2016","2016","08083","083 Kyle, Co. Laois","Euro","38528"
"IIA01","Household median gross income","2016","2016","08084","084 Kyle South, Co. Laois","Euro","41073"
"IIA01","Household median gross income","2016","2016","08085","085 Moneenalassa, Co. Laois","Euro","55136"
"IIA01","Household median gross income","2016","2016","08086","086 Moneymore, Co. Laois","Euro","38981"
"IIA01","Household median gross income","2016","2016","08087","087 Rathsaran, Co. Laois","Euro","42520"
"IIA01","Household median gross income","2016","2016","08088","088 Ardough, Co. Laois","Euro","50625"
"IIA01","Household median gross income","2016","2016","08089","089 Arless, Co. Laois","Euro","48980"
"IIA01","Household median gross income","2016","2016","08090","090 Ballickmoyler, Co. Laois","Euro","46374"
"IIA01","Household median gross income","2016","2016","08091","091 Ballylehane, Co. Laois","Euro","47980"
"IIA01","Household median gross income","2016","2016","08092","092 Doonane, Co. Laois","Euro","35652"
"IIA01","Household median gross income","2016","2016","08093","093 Farnans, Co. Laois","Euro","40004"
"IIA01","Household median gross income","2016","2016","08094","094 Graigue Rural, Co. Laois","Euro","45094"
"IIA01","Household median gross income","2016","2016","08095","095 Newtown, Co. Laois","Euro","44394"
"IIA01","Household median gross income","2016","2016","08096","096 Rossmore, Co. Laois","Euro","61701"
"IIA01","Household median gross income","2016","2016","08097","097 Shrule, Co. Laois","Euro","45741"
"IIA01","Household median gross income","2016","2016","08098","098 Turra, Co. Laois","Euro","50044"
"IIA01","Household median gross income","2016","2016","09001","001 Longford No. 1 Urban, Co. Longford","Euro","23076"
"IIA01","Household median gross income","2016","2016","09002","002 Longford No. 2 Urban, Co. Longford","Euro","42377"
"IIA01","Household median gross income","2016","2016","09003","003 Agharra, Co. Longford","Euro","39045"
"IIA01","Household median gross income","2016","2016","09004","004 Ballymahon, Co. Longford","Euro","33764"
"IIA01","Household median gross income","2016","2016","09005","005 Cashel East, Co. Longford","Euro","37263"
"IIA01","Household median gross income","2016","2016","09006","006 Cashel West, Co. Longford","Euro","39968"
"IIA01","Household median gross income","2016","2016","09007","007 Doory, Co. Longford","Euro","37613"
"IIA01","Household median gross income","2016","2016","09008","008 Forgney, Co. Longford","Euro","54485"
"IIA01","Household median gross income","2016","2016","09009","009 Foxhall, Co. Longford","Euro","27895"
"IIA01","Household median gross income","2016","2016","09010","010 Kilcommock, Co. Longford","Euro","35200"
"IIA01","Household median gross income","2016","2016","09011","011 Kilglass, Co. Longford","Euro","36551"
"IIA01","Household median gross income","2016","2016","09012","012 Ledwithstown, Co. Longford","Euro","39771"
"IIA01","Household median gross income","2016","2016","09013","013 Abbeylara, Co. Longford","Euro","35989"
"IIA01","Household median gross income","2016","2016","09014","014 Ballinalee, Co. Longford","Euro","33797"
"IIA01","Household median gross income","2016","2016","09015","015 Ballymuigh, Co. Longford","Euro","33689"
"IIA01","Household median gross income","2016","2016","09016","016 Bunlahy, Co. Longford","Euro","41151"
"IIA01","Household median gross income","2016","2016","09017","017 Columbkille, Co. Longford","Euro","38138"
"IIA01","Household median gross income","2016","2016","09018","018 Coolamber, Co. Longford","Euro","51739"
"IIA01","Household median gross income","2016","2016","09019","019 Creevy, Co. Longford","Euro","38506"
"IIA01","Household median gross income","2016","2016","09020","020 Crosagstown, Co. Longford","Euro","46456"
"IIA01","Household median gross income","2016","2016","09021","021 Currygrane, Co. Longford","Euro","38883"
"IIA01","Household median gross income","2016","2016","09022","022 Dalystown, Co. Longford","Euro","32200"
"IIA01","Household median gross income","2016","2016","09023","023 Drummeel, Co. Longford","Euro","33879"
"IIA01","Household median gross income","2016","2016","09024035","999 Firry / Newgrove","Euro","31747"
"IIA01","Household median gross income","2016","2016","09025","025 Gelshagh, Co. Longford","Euro","42697"
"IIA01","Household median gross income","2016","2016","09026","026 Granard Rural, Co. Longford","Euro","39670"
"IIA01","Household median gross income","2016","2016","09027","027 Granard Urban, Co. Longford","Euro","32252"
"IIA01","Household median gross income","2016","2016","09028","028 Knockanbaun, Co. Longford","Euro","41400"
"IIA01","Household median gross income","2016","2016","09029","029 Lislea, Co. Longford","Euro","34291"
"IIA01","Household median gross income","2016","2016","09030","030 Meathas Truim, Co. Longford","Euro","32900"
"IIA01","Household median gross income","2016","2016","09031","031 Milltown, Co. Longford","Euro","44523"
"IIA01","Household median gross income","2016","2016","09032","032 Moatfarrell, Co. Longford","Euro","50822"
"IIA01","Household median gross income","2016","2016","09033","033 Moyne, Co. Longford","Euro","28144"
"IIA01","Household median gross income","2016","2016","09034","034 Mullanalaghta, Co. Longford","Euro","51787"
"IIA01","Household median gross income","2016","2016","09036","036 Sonnagh, Co. Longford","Euro","28284"
"IIA01","Household median gross income","2016","2016","09037","037 Aghaboy, Co. Longford","Euro","34556"
"IIA01","Household median gross income","2016","2016","09038","038 Ardagh East, Co. Longford","Euro","46986"
"IIA01","Household median gross income","2016","2016","09039","039 Ardagh West, Co. Longford","Euro","48038"
"IIA01","Household median gross income","2016","2016","09040","040 Ballinamuck East, Co. Longford","Euro","38653"
"IIA01","Household median gross income","2016","2016","09041","041 Ballinamuck West, Co. Longford","Euro","29719"
"IIA01","Household median gross income","2016","2016","09042","042 Breanrisk, Co. Longford","Euro","39647"
"IIA01","Household median gross income","2016","2016","09043","043 Caldragh, Co. Longford","Euro","49054"
"IIA01","Household median gross income","2016","2016","09044","044 Cloondara, Co. Longford","Euro","41117"
"IIA01","Household median gross income","2016","2016","09045","045 Cloonee, Co. Longford","Euro","43467"
"IIA01","Household median gross income","2016","2016","09046","046 Corboy, Co. Longford","Euro","48648"
"IIA01","Household median gross income","2016","2016","09047","047 Drumgort, Co. Longford","Euro","31738"
"IIA01","Household median gross income","2016","2016","09048","048 Drumlish, Co. Longford","Euro","34596"
"IIA01","Household median gross income","2016","2016","09049","049 Killashee, Co. Longford","Euro","37562"
"IIA01","Household median gross income","2016","2016","09050","050 Killoe, Co. Longford","Euro","28533"
"IIA01","Household median gross income","2016","2016","09051","051 Longford Rural (Part Urban), Co. Longford","Euro","34047"
"IIA01","Household median gross income","2016","2016","09052","052 Mountdavis, Co. Longford","Euro","56448"
"IIA01","Household median gross income","2016","2016","09053","053 Moydow, Co. Longford","Euro","47824"
"IIA01","Household median gross income","2016","2016","09054","054 Newtown Forbes, Co. Longford","Euro","32076"
"IIA01","Household median gross income","2016","2016","09055","055 Rathcline, Co. Longford","Euro","34679"
"IIA01","Household median gross income","2016","2016","10001","001 Fair Gate, Co. Louth","Euro","33556"
"IIA01","Household median gross income","2016","2016","10002","002 St. Laurence Gate, Co. Louth","Euro","44102"
"IIA01","Household median gross income","2016","2016","10003","003 West Gate, Co. Louth","Euro","35490"
"IIA01","Household median gross income","2016","2016","10004","004 Dundalk Urban No. 1, Co. Louth","Euro","27699"
"IIA01","Household median gross income","2016","2016","10005","005 Dundalk Urban No. 2, Co. Louth","Euro","27765"
"IIA01","Household median gross income","2016","2016","10006","006 Dundalk Urban No. 3, Co. Louth","Euro","31059"
"IIA01","Household median gross income","2016","2016","10007","007 Dundalk Urban No. 4, Co. Louth","Euro","39577"
"IIA01","Household median gross income","2016","2016","10008","008 Ardee Rural, Co. Louth","Euro","53610"
"IIA01","Household median gross income","2016","2016","10009","009 Ardee Urban, Co. Louth","Euro","36040"
"IIA01","Household median gross income","2016","2016","10010","010 Castlebellingham, Co. Louth","Euro","43077"
"IIA01","Household median gross income","2016","2016","10011","011 Clonkeen, Co. Louth","Euro","50305"
"IIA01","Household median gross income","2016","2016","10012","012 Collon, Co. Louth","Euro","48048"
"IIA01","Household median gross income","2016","2016","10013","013 Dromin, Co. Louth","Euro","54377"
"IIA01","Household median gross income","2016","2016","10014","014 Dromiskin, Co. Louth","Euro","48304"
"IIA01","Household median gross income","2016","2016","10015","015 Drumcar, Co. Louth","Euro","48767"
"IIA01","Household median gross income","2016","2016","10016","016 Dunleer, Co. Louth","Euro","43103"
"IIA01","Household median gross income","2016","2016","10017","017 Stabannan, Co. Louth","Euro","54769"
"IIA01","Household median gross income","2016","2016","10018","018 Tallanstown, Co. Louth","Euro","44312"
"IIA01","Household median gross income","2016","2016","10019","019 Ballymascanlan, Co. Louth","Euro","47238"
"IIA01","Household median gross income","2016","2016","10020","020 Barronstown, Co. Louth","Euro","48568"
"IIA01","Household median gross income","2016","2016","10021","021 Carlingford, Co. Louth","Euro","32978"
"IIA01","Household median gross income","2016","2016","10022","022 Castlering, Co. Louth","Euro","55929"
"IIA01","Household median gross income","2016","2016","10023","023 Castletown (Part Urban), Co. Louth","Euro","36163"
"IIA01","Household median gross income","2016","2016","10024","024 Creggan Upper, Co. Louth","Euro","34967"
"IIA01","Household median gross income","2016","2016","10025","025 Darver, Co. Louth","Euro","51642"
"IIA01","Household median gross income","2016","2016","10026","026 Drummullagh, Co. Louth","Euro","28721"
"IIA01","Household median gross income","2016","2016","10027","027 Dundalk Rural (Part Urban), Co. Louth","Euro","36096"
"IIA01","Household median gross income","2016","2016","10028","028 Faughart, Co. Louth","Euro","42830"
"IIA01","Household median gross income","2016","2016","10029","029 Greenore, Co. Louth","Euro","48767"
"IIA01","Household median gross income","2016","2016","10030","030 Haggardstown (Part Urban), Co. Louth","Euro","51507"
"IIA01","Household median gross income","2016","2016","10031","031 Jenkinstown, Co. Louth","Euro","49407"
"IIA01","Household median gross income","2016","2016","10032","032 Killanny, Co. Louth","Euro","50217"
"IIA01","Household median gross income","2016","2016","10033","033 Louth, Co. Louth","Euro","41666"
"IIA01","Household median gross income","2016","2016","10034","034 Mansfieldstown, Co. Louth","Euro","52135"
"IIA01","Household median gross income","2016","2016","10035","035 Rathcor, Co. Louth","Euro","45271"
"IIA01","Household median gross income","2016","2016","10036","036 Ravensdale, Co. Louth","Euro","47191"
"IIA01","Household median gross income","2016","2016","10037","037 Clogher, Co. Louth","Euro","46415"
"IIA01","Household median gross income","2016","2016","10038","038 Dysart, Co. Louth","Euro","59455"
"IIA01","Household median gross income","2016","2016","10039","039 Monasterboice, Co. Louth","Euro","58819"
"IIA01","Household median gross income","2016","2016","10040","040 Mullary, Co. Louth","Euro","61580"
"IIA01","Household median gross income","2016","2016","10041","041 St. Peter's (Part Urban), Co. Louth","Euro","47389"
"IIA01","Household median gross income","2016","2016","10042","042 Termonfeckin, Co. Louth","Euro","56846"
"IIA01","Household median gross income","2016","2016","10047","047 St. Mary's (Part Urban), Co. Louth","Euro","46580"
"IIA01","Household median gross income","2016","2016","11001","001 Ceannanus Mór (Kells) Urban, Co. Meath","Euro","26918"
"IIA01","Household median gross income","2016","2016","11002","002 Navan Urban, Co. Meath","Euro","33492"
"IIA01","Household median gross income","2016","2016","11003","003 Trim Urban, Co. Meath","Euro","29764"
"IIA01","Household median gross income","2016","2016","11004","004 Drumcondra, Co. Meath","Euro","43953"
"IIA01","Household median gross income","2016","2016","11005","005 Grangegeeth, Co. Meath","Euro","47514"
"IIA01","Household median gross income","2016","2016","11006","006 Killary, Co. Meath","Euro","48016"
"IIA01","Household median gross income","2016","2016","11007","007 Culmullin, Co. Meath","Euro","72394"
"IIA01","Household median gross income","2016","2016","11008","008 Donaghmore, Co. Meath","Euro","58339"
"IIA01","Household median gross income","2016","2016","11009","009 Dunboyne, Co. Meath","Euro","67564"
"IIA01","Household median gross income","2016","2016","11010","010 Dunshaughlin, Co. Meath","Euro","61505"
"IIA01","Household median gross income","2016","2016","11011","011 Kilbrew, Co. Meath","Euro","62015"
"IIA01","Household median gross income","2016","2016","11012","012 Killeen, Co. Meath","Euro","62268"
"IIA01","Household median gross income","2016","2016","11013","013 Kilmessan, Co. Meath","Euro","54163"
"IIA01","Household median gross income","2016","2016","11014","014 Kilmore, Co. Meath","Euro","67309"
"IIA01","Household median gross income","2016","2016","11015","015 Rathfeigh, Co. Meath","Euro","68677"
"IIA01","Household median gross income","2016","2016","11016","016 Ratoath, Co. Meath","Euro","71154"
"IIA01","Household median gross income","2016","2016","11017","017 Rodanstown, Co. Meath","Euro","65460"
"IIA01","Household median gross income","2016","2016","11018","018 Skreen, Co. Meath","Euro","58849"
"IIA01","Household median gross income","2016","2016","11019","019 Ardagh, Co. Meath","Euro","46259"
"IIA01","Household median gross income","2016","2016","11020","020 Ballinlough, Co. Meath","Euro","39054"
"IIA01","Household median gross income","2016","2016","11021","021 Balrathboyne, Co. Meath","Euro","48837"
"IIA01","Household median gross income","2016","2016","11022","022 Boherboy, Co. Meath","Euro","53020"
"IIA01","Household median gross income","2016","2016","11023","023 Burry, Co. Meath","Euro","48990"
"IIA01","Household median gross income","2016","2016","11024","024 Carrickleck, Co. Meath","Euro","51517"
"IIA01","Household median gross income","2016","2016","11025","025 Castlekeeran, Co. Meath","Euro","43567"
"IIA01","Household median gross income","2016","2016","11026","026 Ceannanus Mór (Kells) Rural (Part Urban), Co. Meath","Euro","47891"
"IIA01","Household median gross income","2016","2016","11027","027 Cruicetown, Co. Meath","Euro","55392"
"IIA01","Household median gross income","2016","2016","11028","028 Girley, Co. Meath","Euro","38966"
"IIA01","Household median gross income","2016","2016","11029","029 Kilmainham, Co. Meath","Euro","37231"
"IIA01","Household median gross income","2016","2016","11030","030 Kilskeer, Co. Meath","Euro","50288"
"IIA01","Household median gross income","2016","2016","11031","031 Loughan, Co. Meath","Euro","39935"
"IIA01","Household median gross income","2016","2016","11032","032 Maperath, Co. Meath","Euro","42775"
"IIA01","Household median gross income","2016","2016","11033","033 Martry, Co. Meath","Euro","55123"
"IIA01","Household median gross income","2016","2016","11034","034 Moybolgue, Co. Meath","Euro","50659"
"IIA01","Household median gross income","2016","2016","11035","035 Moynalty, Co. Meath","Euro","42339"
"IIA01","Household median gross income","2016","2016","11036","036 Newcastle, Co. Meath","Euro","50589"
"IIA01","Household median gross income","2016","2016","11037","037 Newtown, Co. Meath","Euro","44793"
"IIA01","Household median gross income","2016","2016","11038","038 Nobber, Co. Meath","Euro","43616"
"IIA01","Household median gross income","2016","2016","11039","039 Posseckstown, Co. Meath","Euro","45786"
"IIA01","Household median gross income","2016","2016","11040","040 Staholmog, Co. Meath","Euro","41255"
"IIA01","Household median gross income","2016","2016","11041","041 Tailtin, Co. Meath","Euro","48075"
"IIA01","Household median gross income","2016","2016","11042","042 Trohanny, Co. Meath","Euro","41502"
"IIA01","Household median gross income","2016","2016","11043","043 Ardcath, Co. Meath","Euro","51207"
"IIA01","Household median gross income","2016","2016","11044","044 Duleek, Co. Meath","Euro","46389"
"IIA01","Household median gross income","2016","2016","11045","045 Julianstown, Co. Meath","Euro","49834"
"IIA01","Household median gross income","2016","2016","11046","046 Mellifont, Co. Meath","Euro","53862"
"IIA01","Household median gross income","2016","2016","11047","047 St. Mary's (Part Rural), Co. Meath","Euro","56955"
"IIA01","Household median gross income","2016","2016","11048","048 Stamullin, Co. Meath","Euro","60842"
"IIA01","Household median gross income","2016","2016","11049","049 Ardbraccan, Co. Meath","Euro","53883"
"IIA01","Household median gross income","2016","2016","11050","050 Ardmulchan, Co. Meath","Euro","61028"
"IIA01","Household median gross income","2016","2016","11051","051 Bective, Co. Meath","Euro","57858"
"IIA01","Household median gross income","2016","2016","11052","052 Castletown, Co. Meath","Euro","51020"
"IIA01","Household median gross income","2016","2016","11053","053 Domhnach Phádraig, Co. Meath","Euro","56432"
"IIA01","Household median gross income","2016","2016","11054","054 Kentstown, Co. Meath","Euro","59033"
"IIA01","Household median gross income","2016","2016","11055","055 Navan Rural (Part Urban), Co. Meath","Euro","47996"
"IIA01","Household median gross income","2016","2016","11056","056 Painestown, Co. Meath","Euro","54868"
"IIA01","Household median gross income","2016","2016","11057","057 Rathkenny, Co. Meath","Euro","44428"
"IIA01","Household median gross income","2016","2016","11058","058 Slane, Co. Meath","Euro","47822"
"IIA01","Household median gross income","2016","2016","11059","059 Stackallan, Co. Meath","Euro","54839"
"IIA01","Household median gross income","2016","2016","11060","060 Tara, Co. Meath","Euro","59407"
"IIA01","Household median gross income","2016","2016","11061","061 Crossakeel, Co. Meath","Euro","42542"
"IIA01","Household median gross income","2016","2016","11062","062 Crosskeys, Co. Meath","Euro","44444"
"IIA01","Household median gross income","2016","2016","11063","063 Killallon, Co. Meath","Euro","49564"
"IIA01","Household median gross income","2016","2016","11064","064 Killeagh, Co. Meath","Euro","40070"
"IIA01","Household median gross income","2016","2016","11065","065 Knocklough, Co. Meath","Euro","40213"
"IIA01","Household median gross income","2016","2016","11066","066 Moylagh, Co. Meath","Euro","36239"
"IIA01","Household median gross income","2016","2016","11067","067 Oldcastle, Co. Meath","Euro","35443"
"IIA01","Household median gross income","2016","2016","11068","068 Stonefield, Co. Meath","Euro","45173"
"IIA01","Household median gross income","2016","2016","11069","069 Ardnamullan, Co. Meath","Euro","42481"
"IIA01","Household median gross income","2016","2016","11070","070 Baile Átha Buí, Co. Meath","Euro","39575"
"IIA01","Household median gross income","2016","2016","11071","071 Ballyboggan, Co. Meath","Euro","50603"
"IIA01","Household median gross income","2016","2016","11072","072 Ballyconnell, Co. Meath","Euro","55876"
"IIA01","Household median gross income","2016","2016","11073","073 Castlejordan, Co. Meath","Euro","42429"
"IIA01","Household median gross income","2016","2016","11074","074 Castlerickard, Co. Meath","Euro","57482"
"IIA01","Household median gross income","2016","2016","11075","075 Cloghbrack, Co. Meath","Euro","47245"
"IIA01","Household median gross income","2016","2016","11076","076 Clonmacduff, Co. Meath","Euro","66102"
"IIA01","Household median gross income","2016","2016","11077","077 Gallow, Co. Meath","Euro","61129"
"IIA01","Household median gross income","2016","2016","11078","078 Galtrim, Co. Meath","Euro","62090"
"IIA01","Household median gross income","2016","2016","11079","079 Grennanstown, Co. Meath","Euro","58062"
"IIA01","Household median gross income","2016","2016","11080","080 Hill of Down, Co. Meath","Euro","54088"
"IIA01","Household median gross income","2016","2016","11081","081 Innfield, Co. Meath","Euro","56562"
"IIA01","Household median gross income","2016","2016","11082","082 Cill Bhríde, Co. Meath","Euro","65729"
"IIA01","Household median gross income","2016","2016","11083","083 Kilcooly, Co. Meath","Euro","53553"
"IIA01","Household median gross income","2016","2016","11084","084 Kildalky, Co. Meath","Euro","51072"
"IIA01","Household median gross income","2016","2016","11085","085 Killaconnigan, Co. Meath","Euro","40246"
"IIA01","Household median gross income","2016","2016","11086","086 Killyon, Co. Meath","Euro","50021"
"IIA01","Household median gross income","2016","2016","11087","087 Laracor, Co. Meath","Euro","65383"
"IIA01","Household median gross income","2016","2016","11088","088 Rahinstown, Co. Meath","Euro","58686"
"IIA01","Household median gross income","2016","2016","11089","089 Rathmolyon, Co. Meath","Euro","50871"
"IIA01","Household median gross income","2016","2016","11090","090 An Ráth Mhór, Co. Meath","Euro","54024"
"IIA01","Household median gross income","2016","2016","11091","091 Summerhill, Co. Meath","Euro","44748"
"IIA01","Household median gross income","2016","2016","11092","092 Trim Rural (Part Urban), Co. Meath","Euro","51186"
"IIA01","Household median gross income","2016","2016","12001","001 Birr Urban, Co. Offaly","Euro","34479"
"IIA01","Household median gross income","2016","2016","12002","002 Tullamore Urban, Co. Offaly","Euro","36142"
"IIA01","Household median gross income","2016","2016","12003","003 Ballycumber, Co. Offaly","Euro","39836"
"IIA01","Household median gross income","2016","2016","12004","004 Banagher, Co. Offaly","Euro","36886"
"IIA01","Household median gross income","2016","2016","12005","005 Birr Rural, Co. Offaly","Euro","35695"
"IIA01","Household median gross income","2016","2016","12006","006 Broughal, Co. Offaly","Euro","40348"
"IIA01","Household median gross income","2016","2016","12007","007 Cloghan, Co. Offaly","Euro","40185"
"IIA01","Household median gross income","2016","2016","12008","008 Clonmacnoise, Co. Offaly","Euro","45257"
"IIA01","Household median gross income","2016","2016","12009","009 Derrinboy, Co. Offaly","Euro","51260"
"IIA01","Household median gross income","2016","2016","12010","010 Derryad, Co. Offaly","Euro","44782"
"IIA01","Household median gross income","2016","2016","12011","011 Doon, Co. Offaly","Euro","51414"
"IIA01","Household median gross income","2016","2016","12012","012 Dromoyle, Co. Offaly","Euro","44446"
"IIA01","Household median gross income","2016","2016","12013","013 Drumcullen, Co. Offaly","Euro","47404"
"IIA01","Household median gross income","2016","2016","12014","014 Eglish, Co. Offaly","Euro","39073"
"IIA01","Household median gross income","2016","2016","12015","015 Ferbane, Co. Offaly","Euro","43491"
"IIA01","Household median gross income","2016","2016","12016","016 Gallen, Co. Offaly","Euro","37669"
"IIA01","Household median gross income","2016","2016","12017","017 Hinds, Co. Offaly","Euro","51074"
"IIA01","Household median gross income","2016","2016","12018","018 Huntston, Co. Offaly","Euro","40577"
"IIA01","Household median gross income","2016","2016","12019","019 Kilcolman, Co. Offaly","Euro","46948"
"IIA01","Household median gross income","2016","2016","12020","020 Kilcormac, Co. Offaly","Euro","36365"
"IIA01","Household median gross income","2016","2016","12021","021 Killyon, Co. Offaly","Euro","52221"
"IIA01","Household median gross income","2016","2016","12022","022 Kinnitty, Co. Offaly","Euro","37119"
"IIA01","Household median gross income","2016","2016","12023","023 Knockbarron, Co. Offaly","Euro","47232"
"IIA01","Household median gross income","2016","2016","12024","024 Lea, Co. Offaly","Euro","43061"
"IIA01","Household median gross income","2016","2016","12025","025 Letter, Co. Offaly","Euro","43080"
"IIA01","Household median gross income","2016","2016","12026","026 Lumcloon, Co. Offaly","Euro","42123"
"IIA01","Household median gross income","2016","2016","12027","027 Lusmagh, Co. Offaly","Euro","47815"
"IIA01","Household median gross income","2016","2016","12028","028 Mounterin, Co. Offaly","Euro","58264"
"IIA01","Household median gross income","2016","2016","12029","029 Moyclare, Co. Offaly","Euro","46044"
"IIA01","Household median gross income","2016","2016","12030","030 Seirkieran, Co. Offaly","Euro","48105"
"IIA01","Household median gross income","2016","2016","12031","031 Shannonbridge, Co. Offaly","Euro","42101"
"IIA01","Household median gross income","2016","2016","12032","032 Shannonharbour, Co. Offaly","Euro","48376"
"IIA01","Household median gross income","2016","2016","12033","033 Srah, Co. Offaly","Euro","34908"
"IIA01","Household median gross income","2016","2016","12035","035 Ballyburly, Co. Offaly","Euro","41146"
"IIA01","Household median gross income","2016","2016","12036","036 Ballymacwilliam, Co. Offaly","Euro","51729"
"IIA01","Household median gross income","2016","2016","12037","037 Bracknagh, Co. Offaly","Euro","47474"
"IIA01","Household median gross income","2016","2016","12038","038 Clonbulloge, Co. Offaly","Euro","41195"
"IIA01","Household median gross income","2016","2016","12039","039 Clonmore, Co. Offaly","Euro","47591"
"IIA01","Household median gross income","2016","2016","12040","040 Croghan, Co. Offaly","Euro","54698"
"IIA01","Household median gross income","2016","2016","12041","041 Edenderry Rural, Co. Offaly","Euro","53928"
"IIA01","Household median gross income","2016","2016","12042","042 Edenderry Urban, Co. Offaly","Euro","39255"
"IIA01","Household median gross income","2016","2016","12043034","999 Esker / Ballaghassaan","Euro","51569"
"IIA01","Household median gross income","2016","2016","12044","044 Knockdrin, Co. Offaly","Euro","42113"
"IIA01","Household median gross income","2016","2016","12045","045 Monasteroris, Co. Offaly","Euro","52172"
"IIA01","Household median gross income","2016","2016","12046","046 Aghancon, Co. Offaly","Euro","36742"
"IIA01","Household median gross income","2016","2016","12047","047 Ballincor, Co. Offaly","Euro","47459"
"IIA01","Household median gross income","2016","2016","12048","048 Barna, Co. Offaly","Euro","46165"
"IIA01","Household median gross income","2016","2016","12049","049 Cangort, Co. Offaly","Euro","45843"
"IIA01","Household median gross income","2016","2016","12050","050 Cullenwaine, Co. Offaly","Euro","40064"
"IIA01","Household median gross income","2016","2016","12051","051 Dunkerrin, Co. Offaly","Euro","47247"
"IIA01","Household median gross income","2016","2016","12052","052 Ettagh, Co. Offaly","Euro","51168"
"IIA01","Household median gross income","2016","2016","12053","053 Gorteen, Co. Offaly","Euro","37704"
"IIA01","Household median gross income","2016","2016","12054","054 Mountheaton, Co. Offaly","Euro","45620"
"IIA01","Household median gross income","2016","2016","12055","055 Roscomroe, Co. Offaly","Euro","39479"
"IIA01","Household median gross income","2016","2016","12056","056 Shinrone, Co. Offaly","Euro","33421"
"IIA01","Household median gross income","2016","2016","12057","057 Templeharry, Co. Offaly","Euro","36171"
"IIA01","Household median gross income","2016","2016","12058","058 Tulla, Co. Offaly","Euro","48979"
"IIA01","Household median gross income","2016","2016","12059","059 Ballycommon, Co. Offaly","Euro","54260"
"IIA01","Household median gross income","2016","2016","12060","060 Ballyshear, Co. Offaly","Euro","55017"
"IIA01","Household median gross income","2016","2016","12061","061 Bawn, Co. Offaly","Euro","46819"
"IIA01","Household median gross income","2016","2016","12062","062 Cappancur, Co. Offaly","Euro","48396"
"IIA01","Household median gross income","2016","2016","12063","063 Clara, Co. Offaly","Euro","36885"
"IIA01","Household median gross income","2016","2016","12064","064 Clonygowan, Co. Offaly","Euro","43185"
"IIA01","Household median gross income","2016","2016","12065","065 Daingean, Co. Offaly","Euro","38209"
"IIA01","Household median gross income","2016","2016","12066","066 Derrycooley, Co. Offaly","Euro","45440"
"IIA01","Household median gross income","2016","2016","12067","067 Durrow, Co. Offaly","Euro","60828"
